chrID	peakStart	peakStop	peakSize	logAveP	logMinP	aveLogP	aveChipCount	maxChipCount	aveInputCount	aveInputCountScaled	aveLog2Ratio
NC_013964.1	16000	16199	200	1.34637797505759	1.34637797505759	1.34637797505759	1010	1010	796	767.625421813172	0.39543039868715
NC_013964.1	45800	46199	400	1.57164764831021	1.73069471083571	1.59309165396763	854	869	641.5	618.632799111997	0.464481508941871
NC_013964.1	54800	55199	400	2.16764339780318	2.23223903135969	2.17183112010602	1030.5	1068	790	761.839300543223	0.435834296280294
NC_013964.1	76600	77199	600	1.00228372627057	14.4416429175238	7.79630715210119	1185.33333333333	1360	816.666666666667	787.555395076328	0.579227423657858
NC_013964.1	117200	117599	400	1.26373252208587	1.60385899502922	1.33960647656121	935	940	726	700.120673663772	0.417055837916522
NC_013964.1	233600	233799	200	0.922337205953064	0.922337205953064	0.922337205953064	874	874	681	656.724764139158	0.411799026423026
NC_013964.1	285200	285399	200	1.11962930791443	1.11962930791443	1.11962930791443	950	950	747	720.372098108592	0.398701718762746
NC_013964.1	329200	329799	600	1.77189285989896	21.0886752491269	9.95051189521151	1250	1463	831.333333333333	801.699247069536	0.623140114911603
NC_013966.1	15000	15199	200	1.07176033411265	1.07176033411265	1.07176033411265	1067	1067	859	828.379695147632	0.364807014259501
NC_013966.1	49200	49799	600	11.7496166701156	53.5412913396665	27.5252031596551	1472.33333333333	1848	776	748.338350913344	0.950837167321459
NC_013966.1	243400	243599	200	0.839043105866617	0.839043105866617	0.839043105866617	903	903	712	686.619724033893	0.394711844232634
NC_013966.1	258400	258799	400	5.72900613119866	15.0174569291284	10.2227165323874	1122	1162	718	692.405845303841	0.697019449239067
NC_013966.1	269000	269199	200	1.12199754738228	1.12199754738228	1.12199754738228	906	906	705	679.869249218953	0.41372477397662
NC_013966.1	286000	286199	200	0.671526964893835	0.671526964893835	0.671526964893835	954	954	768	740.623522553412	0.364813729566593
NC_013966.1	364400	364799	400	13.7956222978543	15.5797909362597	14.5389836542109	1022.5	1061	577.5	556.914172232546	0.87503491750411
NC_013966.1	440800	440999	200	0.86414581865952	0.86414581865952	0.86414581865952	876	876	685	660.582178319124	0.40665647091312
NC_013966.1	462400	462999	600	11.2847471464733	40.0843075666859	21.3300348446558	1286	1548	709	683.726663398918	0.895992879149376
NC_013966.1	483200	483399	200	1.5775411129983	1.5775411129983	1.5775411129983	926	926	710	684.69101694391	0.43501071688819
NC_013966.1	487200	487599	400	37.5858427155118	43.9979164675966	40.641364635761	1811.5	1827	855	824.522280967666	1.13582605660529
NC_013966.1	635400	635799	400	0.986037700439026	4.59384643214961	2.63945385659098	979.5	1090	709.5	684.208840171414	0.559819370167452
NC_013967.1	33000	33599	600	0.863402348007103	3.90286544934861	1.77450040917225	1227.33333333333	1335	986.666666666667	951.49549772487	0.3644260807458
NC_013967.1	46200	46599	400	1.51738364565957	2.77941201658361	2.00390431703384	1047	1053	811.5	782.572901760539	0.419810345463014
NC_013967.1	49400	49799	400	2.60754790023559	5.17691371592991	3.74200866436215	1291	1410	976.5	941.691236684124	0.451558073931648
NC_013967.1	236600	236999	400	2.21348627284988	4.9890025560173	3.45091155023762	965.5	1075	698.5	673.600951176508	0.51538484870165
NC_013967.1	245000	245199	200	0.743900660922033	0.743900660922033	0.743900660922033	859	859	673	649.009935779227	0.403874889073853
NC_013967.1	249600	249799	200	0.789380092394007	0.789380092394007	0.789380092394007	900	900	711	685.655370488901	0.39194090806658
NC_013967.1	304800	304999	200	0.987237460448958	0.987237460448958	0.987237460448958	919	919	722	696.263259483807	0.399930396692478
NC_013967.1	426400	426799	400	7.59849316791057	14.1689713857949	10.7332173082115	1312.5	1344	855	824.522280967666	0.670630860496842
NC_013967.1	458000	458199	200	3.23083630990428	3.23083630990428	3.23083630990428	1001	1001	736	709.764209113687	0.49543956785332
NC_013967.1	479400	479799	400	4.68937707143425	4.8246749667377	4.70552154918336	1178	1200	856.5	825.968811285153	0.511861261060982
NC_013967.1	545000	545199	200	1.88593244432552	1.88593244432552	1.88593244432552	833	833	614	592.113076624733	0.491740203799241
NC_013967.1	780400	780599	200	1.14261083603124	1.14261083603124	1.14261083603124	750	750	554	534.251863925248	0.488594993175414
