chrID	peakStart	peakStop	peakSize	logAveP	logMinP	aveLogP	aveChipCount	maxChipCount	aveInputCount	aveInputCountScaled	aveLog2Ratio
NC_013964.1	16000	16399	400	3.67106392896131	3.85978268556253	3.69986459796556	1164.5	1175	876.5	844.169796149142	0.463605676729877
NC_013964.1	54800	55199	400	2.85817271439667	7.25071954588414	4.90393552956578	1060.5	1068	759.5	731.485408072188	0.53756013449949
NC_013964.1	76600	76999	400	1.17115365062671	3.65538067466858	2.2631084957923	1181	1243	935.5	900.993547401623	0.388203492413431
NC_013964.1	233600	233799	200	2.14772749045864	2.14772749045864	2.14772749045864	883	883	651	626.987492633304	0.493310543773046
NC_013964.1	329200	329799	600	1.13357733163355	8.4939710113516	3.48520494129013	1142.33333333333	1295	872.666666666667	840.477857508444	0.436204310863898
NC_013966.1	49200	49799	600	11.8369302552474	39.0609247316317	20.7954559092108	1342.66666666667	1567	766.333333333333	738.066689996911	0.857259772672234
NC_013966.1	177400	177599	200	0.513987437445249	0.513987437445249	0.513987437445249	1118	1118	939	904.364447899651	0.305639475649609
NC_013966.1	258400	258999	600	1.29629695082689	4.30622205718213	2.18717556743607	1009	1066	774.666666666667	746.092643563645	0.435725601122817
NC_013966.1	322000	322199	200	1.1366396657073	1.1366396657073	1.1366396657073	912	912	708	681.885015029769	0.418972183907562
NC_013966.1	364400	364799	400	1.76495959566194	2.68056757228105	2.08585202689278	827	839	599.5	577.387099590885	0.518849841871739
NC_013966.1	440800	440999	200	0.90558049860266	0.90558049860266	0.90558049860266	834	834	637	613.50389064119	0.442354052747936
NC_013966.1	462400	462999	600	4.7434482354845	24.6010640990348	11.2828235489763	1164.66666666667	1400	749.666666666667	722.014782863442	0.675433307012972
NC_013966.1	487200	487599	400	15.8215647896043	19.9422631168829	17.7314071784859	1548	1551	941	906.290676755667	0.772335251154977
NC_013967.1	33000	33599	600	1.05553961540001	6.30400759876828	3.01653713600674	1254	1386	983	946.74148273201	0.40024863341081
NC_013967.1	49400	49599	200	3.53793308828542	3.53793308828542	3.53793308828542	1367	1367	1068	1028.6062091127	0.409975571252351
NC_013967.1	236800	236999	200	3.78712967787579	3.78712967787579	3.78712967787579	1041	1041	761	732.930079714201	0.505640746021752
NC_013967.1	304600	304999	400	2.7764862816098	4.08722498183913	3.28671527131274	962.5	971	700.5	674.661656819708	0.512957552670603
NC_013967.1	426400	426799	400	6.5570426752466	7.56881668546421	6.92324741477386	1206.5	1234	842	810.942348382861	0.572322573379916
NC_013967.1	458000	458199	200	1.07034203911636	1.07034203911636	1.07034203911636	1019	1019	816	785.901373254649	0.374314421050151
NC_013967.1	479400	479599	200	3.21478070224531	3.21478070224531	3.21478070224531	1161	1161	886	853.319383215219	0.443762648302549
NC_013967.1	813800	814399	600	4.06513417137297	24.4433449677667	12.2739061316381	1120.33333333333	1293	700.333333333333	674.501137748373	0.727004683349736
NC_013967.1	860600	860999	400	1.45114775114277	2.6567320945461	1.91029548958786	811.5	835	588	566.311283668791	0.517656827157946
NC_013967.1	1159400	1159999	600	1.09280472469465	5.6237557493982	2.67316213116295	968.333333333333	1070	724.666666666667	697.936922163238	0.468047095772933
NC_013967.1	1307400	1307799	400	2.42462852502089	2.44322303078497	2.4250103009383	1073	1110	825.5	795.050960320726	0.432536574409549
NC_013967.1	1354200	1354399	200	1.06844894148644	1.06844894148644	1.06844894148644	947	947	745	717.52024886607	0.399858244783262
NC_013967.1	1378600	1378799	200	0.832456888749512	0.832456888749512	0.832456888749512	798	798	604	581.721114516921	0.455389916413504
NC_013967.1	1388200	1388399	200	2.0515914781872	2.0515914781872	2.0515914781872	787	787	560	539.344079684563	0.544317252087276
NC_013967.1	1391600	1392199	600	2.3099039862244	10.1179584539928	4.97004989651866	837.666666666667	955	555.666666666667	535.170583829861	0.639576618620204
NC_013967.1	1475400	1475799	400	12.5918423246879	20.5468116370494	16.418811984241	1302.5	1308	777.5	748.821467776335	0.801567850048209
NC_013967.1	1486000	1486199	200	0.92646211521963	0.92646211521963	0.92646211521963	818	818	621	598.09405979306	0.451080923069603
NC_013967.1	1557400	1557599	200	0.596066885291976	0.596066885291976	0.596066885291976	974	974	791	761.823512554445	0.354052906251288
NC_013967.1	1596000	1596199	200	2.87308623720168	2.87308623720168	2.87308623720168	1124	1124	861	829.241522515016	0.438322009692311
NC_013967.1	1600800	1600999	200	1.85075017391877	1.85075017391877	1.85075017391877	1034	1034	805	775.307114546559	0.41493135326676
NC_013967.1	1700600	1700999	400	1.32174851218543	5.14528089198085	3.0830160050257	931	1024	676	651.065353333508	0.510370830990544
NC_013967.1	1720600	1721199	600	4.94583782543397	17.205039958177	8.91499602784252	1019	1122	656.666666666667	632.445141058684	0.691221217390172
NC_013967.1	1756200	1756599	400	2.01301573738929	5.24270725705123	3.47741048713048	1022.5	1067	754	726.188278718144	0.491746620764287
NC_013967.1	1893400	1893799	400	1.02672867636905	1.16778011684441	1.04410525436107	761.5	775	560	539.344079684563	0.496862015294638
NC_013967.1	1895000	1895399	400	5.7513759191042	11.6132028561695	8.53177453904909	946.5	964	601.5	579.313328446901	0.709847263096931
