chrID	peakStart	peakStop	peakSize	logAveP	logMinP	aveLogP	aveChipCount	maxChipCount	aveInputCount	aveInputCountScaled	aveLog2Ratio
NC_013966.1	49400	49599	200	3.58172518685038	3.58172518685038	3.58172518685038	1031	1031	737	682.501805333919	0.594425917220483
NC_013966.1	232600	232999	400	0.876553991053251	1.4040585907468	1.02467621172254	1034.5	1037	850	787.145908458387	0.39414830485929
NC_013966.1	258400	258799	400	0.969709206265479	3.00580322802726	1.83824267415055	864.5	868	621	575.079540179598	0.590394257942553
NC_013966.1	364400	364799	400	5.26825721421618	7.37750415897135	6.17321159652053	909	919	542.5	502.384300398441	0.857378960466325
NC_013966.1	487200	487599	400	25.5112372002242	28.3583572384	26.7844366610958	1648.5	1666	811	751.029802070296	1.13442701961294
NC_013967.1	301600	301799	200	1.24981268734238	1.24981268734238	1.24981268734238	274	274	331	306.523877293795	-0.161266812354391
NC_013967.1	426400	426799	400	3.25712339363082	6.03367970868502	4.49506825113479	1070	1099	751.5	695.929588478209	0.61978061679405
NC_013967.1	814000	814399	400	5.28728080636495	6.67919346017758	5.83717103881775	891.5	955	531	491.734679284004	0.85810695751495
NC_013967.1	1159400	1159999	600	8.48155534098508	39.2743267521148	21.9886054850422	1299.66666666667	1618	626.666666666667	580.32717956932	1.13592276360359
NC_013967.1	1295800	1295999	200	1.81934853417213	1.81934853417213	1.81934853417213	1354	1354	1170	1083.48319164272	0.321285158662654
NC_013967.1	1301400	1301799	400	0.928503981352368	1.15343576829833	0.967248541424537	1300	1320	1160	1074.22265154321	0.274834297767879
NC_013967.1	1302200	1302599	400	1.20546495060647	1.59031120217609	1.29749611786003	1226.5	1230	1062	983.469358568008	0.318330228120748
NC_013967.1	1303800	1303999	200	1.26718843423493	1.26718843423493	1.26718843423493	1155	1155	978	905.68082173212	0.35047472360988
NC_013967.1	1306400	1307599	1200	1.45303665822312	3.4668899184082	2.05061905172466	1239.5	1328	1023.16666666667	947.507594514909	0.388522268648128
NC_013967.1	1391800	1391999	200	1.48680947985354	1.48680947985354	1.48680947985354	760	760	510	472.287545075032	0.685179496780187
NC_013967.1	1475400	1475599	200	1.46970947336726	1.46970947336726	1.46970947336726	1007	1007	793	734.360829891177	0.454971402474685
NC_013967.1	1595800	1596199	400	3.20455710520371	3.34386235462451	3.22155613013106	1008.5	1017	725	671.389157214506	0.586255610345661
NC_013967.1	1600800	1601399	600	1.02752674751914	1.25510317617369	1.05253234673471	903.666666666667	963	692.333333333333	641.138059556106	0.495985643410332
NC_013967.1	1602400	1602599	200	1.12869240884392	1.12869240884392	1.12869240884392	1019	1019	824	763.06850419966	0.416795255107718
NC_013967.1	1700800	1700999	200	2.21422786354916	2.21422786354916	2.21422786354916	968	968	717	663.980725134898	0.543184141801424
NC_013967.1	1756200	1756399	200	1.08550394014687	1.08550394014687	1.08550394014687	903	903	690	638.97726686622	0.49830211371824
NC_013967.1	1758800	1758999	200	0.618845477768696	0.618845477768696	0.618845477768696	886	886	695	643.607536915975	0.460513047671337
NC_013967.1	2385200	2385399	200	2.33708680028765	2.33708680028765	2.33708680028765	165	165	153	141.68626352251	0.218336789041962
NC_013967.1	2477200	2477799	600	7.49830095046737	41.1850493347025	23.8937900863478	1316.66666666667	1594	626.666666666667	580.32717956932	1.1678366483684
NC_013967.1	2767000	2767999	1000	1.27067012197803	2.04390793105578	1.40377044328263	990.4	1027	777.6	720.099598137931	0.459693215152564
NC_013967.1	2769000	2769199	200	0.842168962286825	0.842168962286825	0.842168962286825	955	955	764	707.505263602597	0.43223204700323
NC_013968.1	84600	84799	200	1.05961752491628	1.05961752491628	1.05961752491628	1619	1619	1534	1420.5668512649	0.188511867650171
