chrID	peakStart	peakStop	peakSize	logAveP	logMinP	aveLogP	aveChipCount	maxChipCount	aveInputCount	aveInputCountScaled	aveLog2Ratio
NC_013964.1	16000	16399	400	0.773946686183616	1.20130266184959	0.882038238965995	917.5	924	818	713.26267872444	0.362857659919105
NC_013964.1	54800	55199	400	13.8769694045029	22.5265876987311	18.0512635540283	1052	1081	618	538.87082573558	0.964748732201596
NC_013964.1	76600	76999	400	10.5298636436665	13.5221721547609	11.8756134431343	1143	1185	772.5	673.588532169475	0.765607249036737
NC_013964.1	117200	117399	200	0.695553825063213	0.695553825063213	0.695553825063213	838	838	740	645.249856058785	0.376578756573388
NC_013964.1	233600	233999	400	0.828516441822257	6.37268242123768	3.4500847438386	764	817	591.5	515.763905214556	0.563112980173794
NC_013964.1	329200	329799	600	4.19430879825779	24.3051724930199	11.4382376279941	1180.33333333333	1421	826.666666666667	720.819659020624	0.695076371955498
NC_013966.1	49200	49799	600	8.70643739402971	35.3968286897384	18.2716352920283	1263.33333333333	1590	785.666666666667	685.069329157908	0.858982780848574
NC_013966.1	57400	57599	200	0.959326257446923	0.959326257446923	0.959326257446923	941	941	838	730.701864023326	0.364471125687215
NC_013966.1	206800	206999	200	0.484180706587176	0.484180706587176	0.484180706587176	631	631	522	455.162736300926	0.470375959954034
NC_013966.1	232600	232999	400	1.82665359052804	3.7703458042228	2.64922426962841	1042	1085	882	769.068071680876	0.436487461085873
NC_013966.1	258400	258799	400	3.05524668808429	9.37161617396042	6.06291648559321	1010.5	1057	769	670.536674742169	0.590527532702289
NC_013966.1	285800	286199	400	3.89510910436458	4.23662921583687	3.97147395146315	1024	1109	828	721.982271373883	0.505360687223013
NC_013966.1	323400	323799	400	3.67800144502936	10.0996627306204	6.73831713111382	870.5	939	622	542.358662795357	0.677132989364015
NC_013966.1	364400	364799	400	22.0941130415806	26.5529399839227	24.1730152897823	1089.5	1145	580.5	506.172353300168	1.10330100778434
NC_013966.1	391000	391399	400	1.15244322424374	3.6815443255242	2.26680010204299	735	760	582.5	507.916271830057	0.531724793929482
NC_013966.1	412400	412599	200	3.72786061013375	3.72786061013375	3.72786061013375	759	759	569	496.144821753309	0.612333238417666
NC_013966.1	440800	440999	200	0.844649753406739	0.844649753406739	0.844649753406739	774	774	664	578.980951923018	0.418190791211256
NC_013966.1	462400	462999	600	6.39964557541829	41.961170231827	20.1195711043005	1168.33333333333	1473	703	612.987363255845	0.905162015614214
NC_013966.1	483200	483399	200	1.55956852553518	1.55956852553518	1.55956852553518	804	804	671	585.084666777628	0.457879689369989
NC_013966.1	487200	487599	400	83.3800147967931	102.804965225919	92.941975013524	2238.5	2296	787	686.231941511167	1.70444655112764
NC_013966.1	635400	635799	400	6.32490675132528	21.9472775300429	13.9855771428521	1118	1184	747.5	651.789550545867	0.814828276043931
NC_013967.1	46400	46799	400	1.18345298127576	4.00694149778188	2.44484532100958	937.5	989	786	685.359982246223	0.449226352933938
NC_013967.1	49200	49799	600	2.21023536603332	16.6294891861225	9.44116752148808	1287.66666666667	1465	957	834.465016551699	0.625657526581582
NC_013967.1	109600	109799	200	3.49135598911267	3.49135598911267	3.49135598911267	735	735	550	479.577595719367	0.614936373948471
NC_013967.1	112000	112199	200	0.508437239015838	0.508437239015838	0.508437239015838	883	883	799	696.695452690499	0.341448938872992
NC_013967.1	174400	174999	600	2.20671387557096	10.0350012139573	4.7228081325994	895.333333333333	1017	670.333333333333	584.503360600998	0.632085343284813
NC_013967.1	236600	236999	400	3.40320096454879	5.17061246777628	4.13825455303295	914.5	964	713.5	622.142935537761	0.553665286240138
NC_013967.1	249600	249799	200	4.60829465875102	4.60829465875102	4.60829465875102	938	938	725	632.17046708462	0.568531192334788
NC_013967.1	304600	304999	400	2.10005501160172	3.25973191718761	2.53702870897427	874.5	904	715.5	623.886854067649	0.485819508648019
NC_013967.1	312000	312199	200	0.586585597475167	0.586585597475167	0.586585597475167	999	999	923	804.818401543592	0.311473343865281
NC_013967.1	329400	329599	200	0.485358079570755	0.485358079570755	0.485358079570755	901	901	820	715.006597254329	0.333154552999148
NC_013967.1	426200	426799	600	6.21912319863814	47.3363867397073	28.1615220968722	1323.66666666667	1624	729	635.658304144397	1.02539063087431
NC_013967.1	458000	458399	400	2.05917967691606	8.93723636694767	5.34769303847686	1040	1079	811	707.15896386983	0.557029792797706
NC_013967.1	479600	479799	200	1.15944104691674	1.15944104691674	1.15944104691674	859	859	743	647.865733853618	0.406416679499903
NC_013967.1	719600	719999	400	0.629784311451576	0.661979200048335	0.630895721893899	889.5	900	799	696.695452690499	0.35210832020818
NC_013967.1	797400	797599	200	0.956973934312193	0.956973934312193	0.956973934312193	874	874	767	668.792756212281	0.385568243517732
NC_013967.1	813800	814399	600	8.14086672666312	47.8492509268877	27.8513896366748	1272.66666666667	1552	701	611.243444725957	1.04900912128972
NC_013967.1	860600	860799	200	3.89080909044693	3.89080909044693	3.89080909044693	835	835	641	558.925888829299	0.578267056018108
NC_013967.1	1117200	1117399	200	0.818993167240041	0.818993167240041	0.818993167240041	718	718	604	526.663396026359	0.446373863318615
NC_013967.1	1159400	1159999	600	21.5603890637775	60.5869486383897	34.5305194145682	1459.33333333333	1813	752.333333333333	656.004020326431	1.1325841761031
NC_013967.1	1234400	1234599	200	1.47686114071305	1.47686114071305	1.47686114071305	828	828	699	609.499526196068	0.441381926172308
NC_013967.1	1307200	1307599	400	5.93720469013678	12.2748211895507	8.95549799191261	1403	1404	1050	915.557228191519	0.61902649194579
NC_013967.1	1313800	1313999	200	0.490573777462953	0.490573777462953	0.490573777462953	827	827	739	644.37789679384	0.359486599152874
NC_013967.1	1378600	1378999	400	1.43430546364787	1.51918276121277	1.44125904299553	798.5	799	669	583.340748247739	0.452294279211626
NC_013967.1	1388200	1388599	400	0.858696756082802	5.09310173009781	2.82539057412103	769	813	608.5	530.587212718609	0.532600945555397
NC_013967.1	1391600	1392199	600	3.39780437935466	19.4075942372602	9.43777576404489	903.333333333333	1094	613.666666666667	535.092335587488	0.740289471804627
NC_013967.1	1475400	1475999	600	1.4743963370101	30.2801219609108	16.4906603426418	1234	1462	800.333333333333	697.858065043758	0.786960174457269
NC_013967.1	1485800	1486199	400	5.789912553125	5.87020348799045	5.79618917450315	937	946	698	608.627566931124	0.621740957567694
NC_013967.1	1486600	1486999	400	1.41478987873865	1.81725953742559	1.51340218227325	1025	1030	903	787.379216244706	0.380307010047265
NC_013967.1	1595600	1596399	800	1.04376247027553	27.8642330369666	12.0259811286844	1266.25	1489	917.75	800.240615402635	0.644436900932151
NC_013967.1	1597800	1598999	1200	1.09713161816286	2.98040383803455	1.3660106026669	1005.5	1137	889.333333333333	775.462439623801	0.375552367403674
NC_013967.1	1599800	1602999	3200	1.66372979365963	9.01547703493372	4.10031988542555	1133.0625	1337	929.625	810.595131673848	0.481838582967727
NC_013967.1	1624600	1624799	200	0.503462391189641	0.503462391189641	0.503462391189641	903	903	821	715.878556519273	0.334594034113583
NC_013967.1	1638000	1638399	400	0.621148756789809	0.675045829949358	0.624126937774119	878.5	919	787.5	686.667921143639	0.355952414103329
NC_013967.1	1700600	1700999	400	19.0475973615192	20.3478483950508	19.5527155684894	1154.5	1236	676	589.444463102349	0.969479133068381
NC_013967.1	1720600	1721199	600	6.49084991499086	28.6436890739264	14.0346098293083	986.666666666667	1128	630.333333333333	549.624990003226	0.847286327201578
NC_013967.1	1756200	1756599	400	5.83234018566567	9.36884168459333	7.45010750582968	1107.5	1156	821.5	716.314536151745	0.626561850109166
NC_013967.1	1857200	1857399	200	2.5139756774062	2.5139756774062	2.5139756774062	867	867	708	617.347159580567	0.489278002624626
NC_013967.1	1893200	1893599	400	1.13663246694301	4.19492551617931	2.51535895056272	751.5	778	594.5	518.379783009388	0.534560314714623
NC_013967.1	1894800	1895599	800	1.40625963938896	15.6498142140494	7.6975883054385	846	995	595.5	519.251742274333	0.687344697140731
NC_013967.1	1947200	1947599	400	5.24352759603396	10.2611234369519	7.60181156128927	888	904	622.5	542.794642427829	0.71073043496224
NC_013967.1	2058600	2058999	400	5.30219671777321	13.4719565541625	9.23656163887034	970.5	1002	673.5	587.264564939989	0.725995300166139
NC_013967.1	2102200	2102599	400	4.70709326633469	9.85674700759788	7.1314059083911	1087	1099	814	709.774841664663	0.616528380658288
NC_013967.1	2124200	2124399	200	0.728108730860596	0.728108730860596	0.728108730860596	676	676	561	489.169147633754	0.465876153260454
NC_013967.1	2130000	2130199	200	2.00467292608911	2.00467292608911	2.00467292608911	712	712	561	489.169147633754	0.540622396129345
NC_013967.1	2130800	2131399	600	1.57184567226431	15.5687335022774	7.47748876037997	805.666666666667	953	557.333333333333	485.971963662292	0.715541573180092
NC_013967.1	2148400	2148599	200	2.5162819390492	2.5162819390492	2.5162819390492	754	754	592	516.199884847028	0.545754690501151
NC_013967.1	2344800	2344999	200	1.48636900186694	1.48636900186694	1.48636900186694	873	873	746	650.481611648451	0.423908821052157
NC_013967.1	2477200	2477999	800	1.16497617023193	111.804457724755	48.45901502649	1471.5	2215	691	602.523852076514	1.17669934474819
NC_013967.1	2482400	2482799	400	2.72257917713596	3.98391916513371	3.20876534291669	702.5	734	523	456.034695565871	0.621390066241703
NC_013967.1	2700200	2700599	400	2.05411516279896	3.46725518198701	2.6144047708788	945	955	785.5	684.924002613751	0.46399094567421
NC_013967.1	2718000	2718199	200	1.7607444932155	1.7607444932155	1.7607444932155	715	715	571	497.888740283197	0.521241478818491
NC_013967.1	2767000	2770999	4000	1.08736242619041	7.16159868366556	2.54214630945115	1093.6	1423	936	816.153871987868	0.417295744062708
NC_013967.1	2771800	2771999	200	0.555548833703094	0.555548833703094	0.555548833703094	1053	1053	984	858.007916705195	0.295131534411796
NC_013967.1	2783400	2783599	200	0.612170319420729	0.612170319420729	0.612170319420729	909	909	821	715.878556519273	0.344137806784454
NC_013967.1	2840800	2840999	200	0.956425586522614	0.956425586522614	0.956425586522614	957	957	855	745.52517152738	0.359834749619752
NC_013968.1	22000	22199	200	2.31038300272211	2.31038300272211	2.31038300272211	1567	1567	1390	1212.02337827258	0.370318204054134
NC_013968.1	54200	54599	400	7.29080748811578	10.4695991538967	8.72976026883375	1598.5	1659	1213.5	1058.12256800991	0.593772586587038
NC_013968.1	57800	57999	200	2.14840167112549	2.14840167112549	2.14840167112549	1517	1517	1352	1178.8889262047	0.363520738925681
NC_013968.1	80600	80799	200	1.015221338167	1.015221338167	1.015221338167	1270	1270	1187	1035.01564748889	0.294918237372321
NC_013968.1	84400	84799	400	1.7896160180322	7.9693597156833	4.728972940802	1879.5	2085	1622	1414.31792773966	0.404012449382575
