chrID	peakStart	peakStop	peakSize	logAveP	logMinP	aveLogP	aveChipCount	maxChipCount	aveInputCount	aveInputCountScaled	aveLog2Ratio
NC_013964.1	16000	16399	400	5.38176268132702	5.6345709809513	5.42879216313437	906.5	929	653	599.352421061976	0.596698991269405
NC_013964.1	45800	45999	200	1.41901298221069	1.41901298221069	1.41901298221069	625	625	465	426.797665840458	0.549234046299591
NC_013964.1	54800	55199	400	2.27227299846028	5.44872908291623	3.71005837653737	806.5	836	597	547.953132272588	0.556017591506623
NC_013964.1	67400	67599	200	0.861031687599967	0.861031687599967	0.861031687599967	743	743	606	556.213732256596	0.41707180845091
NC_013964.1	76600	76999	400	4.15892470251969	4.63980889165647	4.28806807718952	888.5	925	660.5	606.236254381983	0.552503968018198
NC_013964.1	233600	233799	200	0.377365502886075	0.377365502886075	0.377365502886075	620	620	495	454.332999120487	0.447671249584328
NC_013964.1	329200	329799	600	2.98871814216687	20.332227571442	9.46308694118212	967	1130	650.666666666667	597.210784029085	0.682983167639669
NC_013966.1	49200	49799	600	6.1630585946779	22.7838078818281	11.8530409270071	949.333333333333	1141	594.666666666667	545.811495239696	0.788057131328146
NC_013966.1	57400	57599	200	1.07496411651648	1.07496411651648	1.07496411651648	675	675	527	483.704021285852	0.479919194815833
NC_013966.1	96000	96199	200	1.05935109996983	1.05935109996983	1.05935109996983	743	743	599	549.788821157923	0.433803342586084
NC_013966.1	105000	105399	400	0.737995309593739	2.2295511272784	1.33678755703011	741	761	592.5	543.822832280583	0.445255682142949
NC_013966.1	206800	207199	400	1.58703463926573	1.70875516561389	1.60041111371577	710.5	824	549	503.89659902454	0.511452850915974
NC_013966.1	232600	232999	400	5.17931055147563	9.00575246424071	6.94203270195548	979.5	995	692.5	635.607276547348	0.623909388795569
NC_013966.1	258400	258999	600	1.43468555895243	14.9121326134759	7.2462824182453	818.666666666667	924	552.666666666667	507.262028647655	0.679636052137829
NC_013966.1	286000	286199	200	2.15347100647399	2.15347100647399	2.15347100647399	696	696	520	477.279110187178	0.543305876033361
NC_013966.1	323400	323799	400	6.50290854316711	10.1858669087	8.19389525951752	782.5	813	494.5	453.874076899153	0.783378719589718
NC_013966.1	364400	364999	600	2.71291316234537	36.192587326152	22.7367548340462	894.333333333333	1098	447.666666666667	410.888362167552	1.08150886602058
NC_013966.1	440800	440999	200	1.06192934958167	1.06192934958167	1.06192934958167	613	613	462	424.044132512455	0.530626010930252
NC_013966.1	462400	462999	600	4.26167817157425	18.696638417983	9.25745735790658	834.333333333333	978	533.333333333333	489.517036089414	0.757507816776768
NC_013966.1	487000	487799	800	2.07320165466343	147.596466009074	73.8317220302393	1671.5	2541	659.75	605.547871049983	1.25070128001956
NC_013966.1	635600	635799	200	6.9147015666963	6.9147015666963	6.9147015666963	623	623	369	338.684599344363	0.877350218445262
NC_013967.1	33000	33599	600	1.13429192862685	11.7786295574587	5.83301337305921	1056.66666666667	1227	793	727.850643035447	0.524553981049287
