chrID	peakStart	peakStop	peakSize	logAveP	logMinP	aveLogP	aveChipCount	maxChipCount	aveInputCount	aveInputCountScaled	aveLog2Ratio
NC_013964.1	16000	16399	400	3.95313921878318	13.3110262422614	8.48156773273792	1217	1313	699.5	781.877812800958	0.63342795804064
NC_013964.1	46000	46199	200	2.30843324501889	2.30843324501889	2.30843324501889	927	927	581	649.422457808945	0.512747733656024
NC_013964.1	54800	55199	400	11.0296710402777	14.5761330353274	12.6524178926707	1267.5	1290	664	742.197094638794	0.771277229621369
NC_013964.1	76600	76999	400	16.2763793473501	18.4148447082114	17.1958877986797	1451	1508	729.5	815.410814064759	0.833442417904872
NC_013964.1	117200	117599	400	2.76575976879465	6.79333929171281	4.62904472197132	1092	1096	672	751.139228309141	0.543367762040188
NC_013964.1	130800	130999	200	0.685903841316619	0.685903841316619	0.685903841316619	1046	1046	739	826.029597798296	0.34025057555551
NC_013964.1	233600	233799	200	2.22228031511193	2.22228031511193	2.22228031511193	905	905	564	630.420423759457	0.520910123830396
NC_013964.1	328200	328799	600	1.63704226493264	2.75949194485886	1.90905456826452	1310.66666666667	1427	925	1033.93420563386	0.341156827290102
NC_013964.1	329200	329799	600	9.03523502671465	44.430431449454	24.350048795672	1542.33333333333	1836	719.333333333333	804.04685252536	0.919756116031404
NC_013966.1	1	199	200	0.751386588066174	0.751386588066174	0.751386588066174	885	885	589	658.364591479292	0.426230283820566
NC_013966.1	15000	15199	200	0.8946703265681	0.8946703265681	0.8946703265681	1066	1066	748	836.089498177436	0.350106392988423
NC_013966.1	49200	49799	600	9.99315561200365	33.0354231890084	19.1946964121622	1453.33333333333	1731	713	796.967663369669	0.852521895200948
NC_013966.1	57400	57799	400	6.02312574051349	8.63334940663642	7.17798911867424	1315.5	1430	789.5	882.476816592361	0.573928522090768
NC_013966.1	96000	96199	200	0.859469011601925	0.859469011601925	0.859469011601925	1227	1227	892	997.047904243681	0.299129591980643
NC_013966.1	133000	133199	200	6.38833939626631	6.38833939626631	6.38833939626631	914	914	491	548.823454017542	0.734803293670063
NC_013966.1	174200	174599	400	0.726951409989992	0.922248440539483	0.757483807756524	1117	1193	801.5	895.890017097881	0.318965915921544
NC_013966.1	207000	207199	200	2.61833023467841	2.61833023467841	2.61833023467841	1163	1163	776	867.386966023651	0.422681081019931
NC_013966.1	232600	232999	400	18.6865951439151	19.0252129524469	18.7619386568749	1703	1724	873.5	976.369220131004	0.801925346524173
NC_013966.1	258400	259599	1200	0.600127674889925	24.5054774030479	5.98408320295718	1122.33333333333	1376	727.666666666667	813.361575098638	0.455603198690165
NC_013966.1	285800	286199	400	3.35943242569065	6.63207901698381	4.84529868448103	1185	1250	743.5	831.059547987866	0.520895275701474
NC_013966.1	323400	323999	600	2.71134663889768	46.2849027640692	27.639074996207	1391.33333333333	1679	610	681.837692363952	0.989468958363646
NC_013966.1	345600	345799	200	0.51688669215291	0.51688669215291	0.51688669215291	965	965	673	752.256995017934	0.358881023789167
NC_013966.1	364400	364799	400	59.2694777107796	61.8246746643467	60.396863762545	1724.5	1762	545	609.182856292384	1.50087461487558
NC_013966.1	372000	372399	400	3.27580395482981	5.65914105205487	4.31740711643231	958.5	968	565	631.538190468251	0.601873129419105
NC_013966.1	391000	391399	400	1.00754887108754	1.3653925963399	1.08972595794577	854.5	885	550	614.77168983635	0.474313433005323
NC_013966.1	412400	412799	400	1.11105828021838	2.95656591347678	1.88485224407022	911	952	580	648.304691100151	0.488783589526497
