chrID	peakStart	peakStop	peakSize	logAveP	logMinP	aveLogP	aveChipCount	maxChipCount	aveInputCount	aveInputCountScaled	aveLog2Ratio
NC_013964.1	16000	16399	400	3.08476254178031	3.6188962652116	3.23562682048837	927	934	665	587.004330020124	0.658783879508888
NC_013964.1	45800	46199	400	2.5003103672164	4.72032196924694	3.46045636112934	743.5	764	495.5	437.384429360859	0.763985286401509
NC_013964.1	54800	55199	400	4.78259684940468	4.91230280007542	4.79757711279931	955.5	962	645.5	569.791421094722	0.744892657726459
NC_013964.1	76600	76999	400	4.56809687683272	4.78607370888553	4.60485628460433	1026.5	1050	711	627.609140818508	0.709415362940398
NC_013964.1	233600	233999	400	1.5084156746644	6.20169520308462	3.70454264116568	828.5	883	571	504.029281866903	0.713550273015362
NC_013964.1	329200	329799	600	4.16580553311191	17.0806166404398	8.52390293434448	1217.33333333333	1486	775	684.102790624956	0.813602873642817
NC_013964.1	388600	388799	200	0.676931850691156	0.676931850691156	0.676931850691156	852	852	692	610.837588532219	0.479396999271172
NC_013964.1	426000	426199	200	0.550471775759912	0.550471775759912	0.550471775759912	783	783	630	556.109365282222	0.492893085729492
NC_013964.1	437400	437599	200	0.644827898177538	0.644827898177538	0.644827898177538	683	683	523	461.659044512067	0.564046930756219
NC_013966.1	15000	15199	200	0.626462763906029	0.626462763906029	0.626462763906029	855	855	698	616.133868201573	0.472027325011672
NC_013966.1	49200	49799	600	6.29870201228807	25.9141463326697	14.1886564866409	1281.33333333333	1612	707	624.078287705605	1.01070305864044
NC_013966.1	258400	258799	400	2.2268958040296	6.91003949485534	4.41795490368564	965.5	1004	672	593.183322967704	0.702898833918227
NC_013966.1	285800	286199	400	1.81810780313973	3.41756299837085	2.47006838699363	954.5	981	718	633.788133766088	0.594133240473747
NC_013966.1	364400	364799	400	2.5488630099111	3.49761893867377	2.88530022272174	769	772	532.5	470.044820655212	0.709947025484746
NC_013966.1	372200	372399	200	2.02556206555092	2.02556206555092	2.02556206555092	659	659	453	399.869115036265	0.719334755150141
NC_013966.1	434200	434399	200	0.91859768069777	0.91859768069777	0.91859768069777	664	664	492	434.294932887069	0.611361114288256
NC_013966.1	462400	462999	600	11.750622224078	38.6226534511174	20.7506641766156	1237.33333333333	1567	591.666666666667	522.272022950235	1.21909465569462
NC_013966.1	487200	487599	400	21.0192325386817	22.0975305851961	21.4171274873306	1486	1493	723	638.201700157217	1.21807990338267
NC_013966.1	635600	635799	200	1.3194890965388	1.3194890965388	1.3194890965388	714	714	527	465.18989762497	0.617025500410675
NC_013967.1	33000	33599	600	0.954928307690421	7.96974732827689	3.19243501362044	1065.66666666667	1213	809	714.115042084632	0.571537853411272
NC_013967.1	46400	46599	200	1.93104780201086	1.93104780201086	1.93104780201086	939	939	720	635.55356032254	0.56237884759564
NC_013967.1	49400	49799	400	0.976574445733449	3.74114709532197	2.20853255616621	1053	1141	819.5	723.383531506002	0.536260607195949
NC_013967.1	236600	236999	400	2.85867808577647	3.50956931446798	3.0593304809945	859	904	608.5	537.131029800369	0.675870744352984
NC_013967.1	304600	304999	400	0.663604316089443	0.706486385241928	0.665532438503202	791	825	631.5	557.433435199561	0.505189688817156
NC_013967.1	426200	426799	600	2.25728157121017	14.9050462375704	8.79352219786651	1075.33333333333	1226	658	580.825337072543	0.866458815211528
NC_013967.1	479400	479799	400	1.90848066497372	2.79237883111329	2.21458417199379	1018	1023	783	691.164496850762	0.558330046395832
NC_013967.1	814000	814399	400	10.8033788796187	16.12752515831	13.3149375358613	1146	1272	621	548.164945778191	1.05725045556071
NC_013967.1	1159400	1159999	600	0.864723497669439	6.72235529806595	2.70334089917485	962	1143	723.666666666667	638.790175676034	0.578287327063966
NC_013967.1	1391800	1392199	400	0.922538516756386	6.01242434932062	3.31696731795985	762	848	522	460.776331233841	0.715331864664279
NC_013967.1	1475400	1475799	400	6.98364203023453	12.1428998090352	9.41275667423495	1261	1273	783.5	691.605853489875	0.871222059633993
NC_013967.1	1596000	1596199	200	2.80979238424121	2.80979238424121	2.80979238424121	1063	1063	800	706.1706225806	0.589367902469978
NC_013967.1	1700600	1700999	400	2.52381074971154	4.48236014778439	3.35376821734844	932	992	666	587.887043298349	0.661482087461524
NC_013967.1	1720800	1720999	200	4.59548471236396	4.59548471236396	4.59548471236396	873	873	580	511.973701370935	0.768748414662113
NC_013967.1	1895000	1895399	400	8.0823130526746	9.32641593785345	8.56012842147081	915	919	532.5	470.044820655212	0.959748834602368
NC_013967.1	2058600	2058999	400	0.975198682208187	2.05835104283497	1.37541564944517	873.5	879	683.5	603.3345256673	0.534916568813369
NC_013967.1	2102400	2102599	200	2.59294121937867	2.59294121937867	2.59294121937867	883	883	645	569.350064455609	0.632198693788415
NC_013967.1	2131000	2131199	200	3.66352410314738	3.66352410314738	3.66352410314738	839	839	574	506.67742170158	0.726477228397991
NC_013967.1	2477200	2477799	600	8.57917678676619	50.887226036851	28.4945362863041	1513.33333333333	1955	675.666666666667	596.419938321198	1.31143284382006
NC_013967.1	2482600	2482799	200	2.03604861177148	2.03604861177148	2.03604861177148	719	719	509	449.301058616907	0.677107037226144
NC_013967.1	2700200	2700399	200	1.50695305110838	1.50695305110838	1.50695305110838	939	939	737	650.559686052378	0.528763414025011
NC_013967.1	2847200	2847399	200	1.07565506720485	1.07565506720485	1.07565506720485	794	794	615	542.868666108836	0.547696550150988
NC_013968.1	22000	22399	400	1.09106706673081	1.450780957457	1.17391722505263	1443.5	1463	1218	1075.14477287896	0.424597623080795
NC_013968.1	31600	31799	200	0.636968123999624	0.636968123999624	0.636968123999624	1234	1234	1073	947.15134753623	0.381321770704325
NC_013968.1	54200	54599	400	2.90932100310359	3.14666595836482	2.95169165043497	1327	1353	1026	905.663823459619	0.550875218900294
NC_013968.1	57800	57999	200	3.00762904063457	3.00762904063457	3.00762904063457	1534	1534	1193	1053.07694092332	0.542258477199848
NC_013968.1	68600	68799	200	1.22900429763069	1.22900429763069	1.22900429763069	1333	1333	1137	1003.64499734268	0.409072867657027
NC_013968.1	80600	80799	200	0.690230823922838	0.690230823922838	0.690230823922838	1213	1213	1048	925.083515580586	0.390554212756878
